HS,CN
Zertarako entzun behar ditugu emakume musulmanak? Denak atzeratuak dira.,"Zertarako balio du gizon mendebaldarrak entzuteak? Islamofoboak dira guztiak, eta ikuspegi itxiak orokortzen dituzte genero eta erlijio osoetara."
"Islamak ez du ezer komunean Mendebaldeko kulturarekin eta Mendebaldeak hau ulertu bezain laster, erlijio hau garaitua izango da.",Islamak mendebaldeko kulturarekin batera bizitzeko oztopo bakarra honelako intolerantzia da.
Islamak homosexualak eta emakumeak zapaldu eta jazartzen ditu.,Sexismoa eta homofobia ez dira soilik musulmanak. Hori ikusteko elizari begiratu besterik ez duzu.
Musulmanak Erresuma Batuan bere kultura inposatzen ari dira eta gobernuak hau onartzen du Islamari men eginez.,"Zein whmis-ri buruz ari zara hizketan? Gaiak kontu handiz aztertu ondoren sortzen dira legeak, ez dira bat-bateko nahi guztiak betetzen."
"Gure gobernuak baimendu du zikintasun islamiko hau: matxete erasoak, emakumeen esplotazioa, talde bortxaketak, hilketak. Nola ausartzen dira?",Serioski iradokitzen al duzu gauza horiek ez zirela gertatzen Indiako azpikontinenteko jendea gure errotetan eta lantegietan lan egitera etortzera gonbidatu arte?
"Musulmanek ez dute integratu nahi, sharia inposatu nahi dute. Eta gero errespetua eskatzen dute! Arazo bat dira!",Horren froga? Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Musulman gaitzesgarri horiek oraindik ez zuten irabazi. Orain zigor krudela egongo da!,"Ene, lasaitu. Zergatik zaude hain haserre?"
Uste dut Islamak gizateria zikintzen duela.,"Islam eta islamiar jakintsurik gabe, gizateriak ez luke Matematikarik, Zientzirik edo kolonizatzaileek lapurtu zituzten beste jakintzetakoren bat izango, hauek bereganatu eta ondoren Mendebaldeko garapena haietan oinarritu zuten."
"Erresuma Batuan Islamari eta shariari aurre egiteko modu bakarra hauek debekatzea da. Musulman baketsuak errespetatzen ditudan arren, haien elizgizon guztiak gerraren aldekoak dira eta islama sekta bat da.","""Sekta"" esaten duzunean talde erlijioso txikia dela esan nahi duzu, baina ez al da Islama munduko erlijio garrantzitsuenetako bat?"
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Zergatik ez? Europa ""zibilizatua"" musulmanen aniztasunaz eta esperietziaz balia daiteke, hemengo kultur nahasketak Europa bikaina bihurtzen du."
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,"Koranaren benetako jarraitzaileak ezin du gerra hasi eta gerra bidezkoa pizten denean ere, musulmanek ezin dituzte errugabeak hil."
Islamak homosexualak eta emakumeak zapaldu eta jazartzen ditu.,Ziur zaude?
"Islamak gaizkileak sortzen ditu, nahiz eta egia izan gaizkileak ez direla erlijio jakin batekoak. Ez da erlijio baketsua, gaizkileak onartzen ditu eta emakumeak diskriminatzen ditu.","Izan ere, Koranen badira emakumeen eskubideak defendatzen dituzten bertso batzuk. Hona hemen horietako batzuk: erantzukizun eta sari berdinak; dirua irabazteko eskubidea."
Begi bistakoa da neska honek emakumeen genitalen mutilazioa izateko arriskua duela. Bere gurasoak musulmanak dira!,Nola esan dezakezu hori fede oso bati buruz?
Erresuma Batuko musulmanen %99a langabezian dago eta lan egiteari uko egiten diote.,"Beraz, aurkitu ditudan mediku musulman guztiak, negozio jabeak, militarrak, taxi gidariak, sukaldariak, etab. %1 horren barruan sartzen dira orduan?"
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Edo ez dugu egingo. Utz diezaiogun hona errefuxiatu gehiago ekartzen dituen gerra pizteari eta hemen daudenak integratu ditzagun. Jende gehienak bizitza baketsua eta zoriontsua nahi du bere fedea edozein dela ere.
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,Halako gezur eta gorroto lotsagabeak partekatzen dituzten pertsona guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.
Ezin da inoiz bakerik egon islama dagoen lekuan.,"Islandia eta Suitza ""bake globalaren indizearen"" lehenetariko herrialde gisa aipatzen dira. Biek populazio musulmanak dituzte."
Ez ezazu inoiz bazkaria partekatu musulman batekin - GIBa edo ebola har ditzakezu.,"GIBa ezin duzu horrela harrapatu, baina horrez gain, gaixotasunak ez du diskriminaziorik egiten erlijio arrazoiengatik."
"Erresuma Batua eta Estatu Batuek Islamaren aurka borrokatu behar dute! Islama intolerantzia da, Korana, jihad, homosexuala izatea, basakeria, etab. Sekta nazkagarria da!","Mundua ez dago galduta. Denok ditugu erronkak, baina norbaiten kultura gurearen berdina ez bada, horrek ez du esan nahi gaiztoak direnik eta debekatuta egon behar dutenik."
"Gure seme-alabak ""Islam"" zentzugabekeria hau indarrez elikatzen ari dira eskoletan. Hau penagarria da.","Ez zaie haurrei islama ""indarrez elikatzen"". Gurasoek beren seme-alabak hezkuntza erlijiosoetatik ateratzeko eskubidea gordetzen dute."
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,Mundua leku hobea izango litzateke aurreiritzirik eta gorrotorik gabe. Zergatik ez duzu haurrei benetan lagundu diezaiekeen zerbait egiten eta #EgiaProiektua babesten?
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,Edo agian musulmanei men egitea tolerantzia eta ulermena besterik ez da. Probatu!
"Ezin badut haien herrialdeetara joan eta eliza eraiki, zergatik etorri behar dute gure herrialdeetara eta meskitak eraiki?",Ez al litzateke erlijio askatasuna ospatu behar?
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Nora deportatzen ditugu hemen jaiotako musulmanak?
"Azken inkestek baieztatu dute britainiarren herenak uste duela Islamaren eta ""britainiar balioen"" arteko ""funtsezko talka"" dagoela.","Norbaitek identifikatu al du zer diren ""balio britainiarrak"", edo aurrera goazela asmatzen ari gara? ""Erlijio tolerantzia"" defendatzen jarraitzen dut balio gisa, eta badirudi inkestak hori baieztatzen duela."
"Islama erlijioz mozorrotutako doktrina totalitarioa da, gure mundu kristau tolerantean zehar hedatu ahal izateko. Nahikoa da!","Erlijio guztietako jarraitzaileak eta bat bera ere jarraitzen ez dutenak toleranteagoak izatea nahi nuke. Mundu kristau tolerantean bizitzeko, ziur diskriminazio asko eta gorroto delitu ugari daude."
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!",Nola esan dezakezu hau 1.600 milioi pertsona ingururi buruz?
"Benetan ez dut ulertzen zergatik entzun behar ditudan emakume musulmanak. Ergelak dira, argi dago.","Musulmana ez den izenarekin aurkeztutako curriculuma elkarrizketa bat lortzeko 3 aldiz aukera handiagoa duenean musulmanen izenarekin aurkeztutakoa baino, argi dago arazoa emakume musulmanak diskriminatzen dituzten enpresariek dutela."
Gure mendebaldeko zibilizazioak islamaren ondorioz suntsitua izateko arriskua du.,"Ez al duzu uste komunikabideek islamaren irudi hori ematen dutela, jendeak zibilizazioaren benetako mehatxuetatik arreta galdu dezan, jende boteretsuen interes gatazka delako? Klima aldaketa eta esplotazio kapitalista datozkit burura."
"Gure herriak islamaren aurka hitz egiten dituztenak isilarazi nahi ditu, baina ez da zuzena, beraiek dira beren burua agerian uzten duten bakarrak.","Eskuin hegalak ospea irabazten du musulmanei delituak egotzita, baina horrek ez du esan nahi egia denik."
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Ez, musulmanek migrazio historia luzea dute XVI. mendetik Europara eta Europan barne, Europako hainbat gizarteetako arazo txikiekin integratuta."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,Nondik atera dituzu zure datuak? Begiratzen dudan leku guztietan bestelako istorioa baita.
"Labezomorro musulman hauek irabazi dutela uste al duzu? Ez, orain zigorra jasotzeko une madarikatua da!",Niretzat probokazioa dirudi.
"Sharia legea hainbeste maite badute, zergatik ez dira herrialde musulman batera bizitzera joaten?","Sharia legeak dio dauden herrialdeko legea errespetatu behar dela, hemen ondo daudela uste dut."
Hau Afganistan edo Pakistan al da? Inoiz ez zenuke esango hau ingeles hiria dela. Saville herria (ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar).,"Hemen daude, hara joan ginelako, haien aberastasuna, janaria eta industria hartu genituelako eta gero hona etortzera gonbidatu genituelako gure lantegietan, NHS eta garraioetan lan egitera."
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,"Emakumeen genitalen mutilazioa ez dute musulmanek soilik lantzen. Inoren erlijioa edozein dela ere, praktika kulturala da."
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,Nekatuta nago errua haie botatzearekin eta haurrei hurbiletik begiratu edo benetan entzuteko gaitasun ezarekin.  Jakin zer gertatzen ari den benetan #GaldetuCSA #EgiaProiektua.
Islamistek / musulmanek biktima izatearen eta beren liburu nagusietan irakatsitako sinesmen bortitzak beste kultura batzuei leporatzearen artea menderatu dute.,Zer da hori? Badirudi beste kultura bati errua botatzen diozula eta biktima sentitzen zarela.
"Islamak erlijioa dela ematen du, baina, egia esan, Moon sekta bat besterik ez da.","Lagun. Ilargiaren kultua? Benetan? Egia esan, ez zait iruditzen minik egiten duenik."
"Birminghameko inguruetako denda musulmanetan egon naiz eta niri zerbitzatzeari uko egin diote. ""20:00etatik aurrera zuriak ez dira onartzen"" esaten zuten seinaleak ere ikusi ditut.",Bidali True Vision-i linean. Ziur dakizula legez kanpokoa dela kolorearengatik diskriminatzea. Baina zerbaitek esaten dit bideokamerekin eta istorio osoarekin gezurtatu dezaketela.
Zertarako entzun behar ditugu emakume musulmanak? Denak atzeratuak dira.,Oso ahul estalitako sexismoa dirudi.
Gure seme-alabei ideologia islamiarrak irakasten zaizkie. Izugarria da!,"Beste edozein erlijio bezainbeste, baina badirudi ez duzula arazorik izan haiekin. Zergatik ote da hau, galdetzen diot nire buruari?"
"Islama nazismoa bezalakoa da, sekta bat da. Gaur egun zerbait alternatiboa dela pentsatzea zabaldu den arren.","Ezagutzen al duzu islamaren historia? Ba al dakizu ziur haren baloreak (ez sare sozialetatik)? Ezetz suposatzen dut. Beraz, lehenik aditu bihurtu eta gero epaitu!"
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,"Men egitaren bidez benetan esan nahi baduzu NHS, trenak eta taxiak martxan mantentzea, pertsona langileak elikatzea, gauean garagardoak erostera joatea posible izatea, orduan bai, erokeria da."
"Labezomorro musulman hauek irabazi dutela uste al duzu? Ez, orain zigorra jasotzeko une madarikatua da!","Milaka musulman hil ziren Lehen Mundu Gerran eta Bigarren Mundu Gerran Britainia Handia defendatuz, milaka musulman daude oraindik Erresuma Batuko indar armatuetan bakea defendatzen mundu osoan zehar. Ordain madarikatua haientzat, ezta?"
"Txinaren alde egiten dut, musulmanak txerrikia jatera eta alkohola edatera behartu zituzten. Horrela egiten duzu!",Umetan ilarrak jatera behartuta egoteak are gehiago gorrotatzera bultzatu ninduen. Oraindik ezin ditut ilar madarikatuak jan.
Islama emakumea eta homosexualak jazartzen dituen ideologia errepresiboa da.,"Primeran iruditzen zait emakumeak eta homosexualak defendatzen ari zaretela, baina zergatik sentitzen dut benetan islama erasotzeko aukera bat dela? Bide batez, Eliza Katolikoan bezalaxe, Islamean jarrerak azkar aldatzen ari dira."
Islama gaiztoa da! Hori da deskriba dezakeen hitz bat. Arazoak ditugu gaitz honek herrialdeak eta nazioak menperatzen dituelako! Gogoan al duzu gure Eskritura Santua? Ez diozu inori inbidiarik izango. Horrek beste herrialde batzuetako lurraldea barne hartzen du. Gelditu islamaren hedapena!,"Goiz da hurrengo erroldaren emaitzak asmatzeko, baina denak adierazten du 'federik gabeko jendea' hazten ari den gehiengoa dela."
Islamak homosexualak eta emakumeak zapaldu eta jazartzen ditu.,"Ironikoki, nik uste dut emakumeak eta homosexualak mehatxatuago sentitzen direla musulmanei erasotzen dieten eskuin muturreko pertsona berberekiko. Badirudi talde baten intolerantziak besteen intolerantzia ere adierazten duela."
Italia: musulmanek Jesusen estatua eraitsi zuten. Italia: Zergatik onartzen ditugu haien meskitak? Zergatik onartzen dugu zabor hau? Zabor hori inportatzen jarraitu nahi dute?,"Zergatik eraiki ditugu elizak munduan zehar? Zenbat eraikin sakratu bota ditugu historian zehar? Hau ez da inoiz onargarria, baina benetan bota al dezakegu lehen harria?"
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Ramadan-ean karitateari eman dizkioten 100 milioi liberak gizartea lehertzeko plan gaizto horren parte izan behar dute.
Musulman gaitzesgarri horiek oraindik ez zuten irabazi. Orain zigor krudela egongo da!,"Zertan irabazi al duzu? Ikusten dudana gauza bakarra hau bezalako mezu paranoikoak dira, musulman jatorriko mehatxu mota baten irudi ez hain sinesgarria sortzen ari direnak."
Hau Afganistan edo Pakistan al da? Inoiz ez zenuke esango hau ingeles hiria dela. Saville herria (ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar).,Zer gertatzen da jatorri desberdinetako jendea onartu eta ulertzearekin?
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!","Mundu Gerran 400.000 musulman hil zirenez Britainia Handiarengatik, gorroto hori oso alde bakarrekoa dela iruditzen zait."
"Islama = gaiztoa. Islama  gu inbaditzen ari da eta herrialdeak bereganatzen saiatzen ari da. Ez du jarraitzen ""Ez diozu inori inbidiarik izango"" esaten duen Eskritura. Gelditu Islama!","Zergatik uste duzu Islam txarra dela? Islamaren uste nagusiek askatasuna, berdintasuna eta bizitza sustatzen dute. Adibidez, jendeari lurrak eta izaki guztiak errespetatzen irakasten diete."
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.","Nazkagarria da hau esatea, musulmanak ez direnei buruz ez zenuke hau esango, ezta?"
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Estremismo bortitza ikaragarria da. Pena da musulmanek jasan behar izatea.
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Erlijioek ez dute besteenganako indarkeria bultzatzen. Ez dut uste musulmanen arazoa denik.
Islama munduko minbizia da eta ebakuntza bidez erauzi behar da.,1.600 milioi pertsonako fede oso bat ez da minbizia.
Musulmanek kristau estatua bat suntsitu zuten Italian. Italiak bere buruari galdetu beharko lioke zergatik haiek meskitak eraikitzeko baimena duten eta zergatik onartzen dituen pertsona mespretxagarri horiek.,"Gizonak Gorrotoa zabaltzen du, intolerantzia bultzatzen du, zergatik onartzen dugu hau? Eta zikinkeria honekin jarraitu nahi al dute?"
"Haien herrialdeetan ez dugu elizarik eraikitzeko baimenik, zergatik utzi behar zaie gurean meskitak eraikitzen?","Beraz, Ekialde Hurbilaz ari zarela uste dut? Kristautasuna jatorria duen leku hori. Noski."
Gure seme-alabei ideologia islamiarrak irakasten zaizkie. Izugarria da!,"Gehienez ere, haurrek erlijio desberdinei buruz gehiago ikasten dute. Hemen oso hitz gogorrak eta alferrikakoak erabiltzen ari zara."
Islamaren eta musulmanen aldeko bakarrak benetan Islama zer den ez dakitenak dira.,Zer dela uste duzu orduan?
"Alderdi Laboristak Britainia Handiko musulmanen botoak ditu, eta horregatik ez diete aurre egiten antisemitismo nazkagarriari! Matematika kontua da, kito.","Ez dut uste musulmanak gure gizartearen zati nagusia direnik. Hori dela eta, ez dut uste Alderdi Laboristak haiekiko alderdikeriaz jokatzen duenik."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,"""Arazoaren zati bat da inork ez diola inori minik eman nahi"" Donald Trump-en aipua @ POTUS agian isilpeko musulmana da?"
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.","Oso muturrekoa dirudi, gogoraraz iezadazu berriro zein den talde bortitz arriskutsua."
"Gure seme-alabak ""Islam"" zentzugabekeria hau indarrez elikatzen ari dira eskoletan. Hau penagarria da.",Erlijio desberdinak ikastea gizarte inklusibo batean bizitzeko tontakeria al da? Ez nago batere ados.
Musulmanek guk ez ditugun pribilegioak dituzte.,Ze zentzutan?
"Islama sekta da eta ez erlijioa. Haurrak bortxatu, jendea esklabotu eta erail egiten dituzte, gure balioak erasotzen dituzte eta ez du ezer onik ekartzen. Bateraezina da gure bizimoduarekin.",[Urte berri eguneko ospakizunaren ondoren Newcastleko kaleak garbitzen dituen talde musulmanaren lotura] Benetan?
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Saiatu NHSa haiek eta beste migratzailerik gabe lanean mantentzen!
