HS,CN
¡El único propósito del Islam es dominarnos y destruirnos! Ser multicultural no tiene nada que ver con eso.,¿Tanto sabes sobre la cultura musulmana? No va de dominar y destruir. Primero deberías hablar con expertos en religión y entonces formar tu propia opinión. ¡No repitas estereotipos!
El velo islámico es la demostración del Islam político.,No tiene nada que ver con la política.
El Islam nos invadirá: es la islamización.,Espero que no quieras seguir como en China.
"El único propósito del Islam es controlar, los musulmanes deben seguir el Corán, no pueden hacer nada más. El Islam no da espacio a la creatividad y la libertad.","Bueno, además de una rica tradición de caligrafía, obras de arte abstracto y geométrico, arquitectura, jardinería paisajística, música, poesía, cerámica, por nombrar algunos."
El velo islámico es la demostración del Islam político.,"Si en Francia el velo es político, ¿cuál es su manifestación en Egipto?"
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres musulmanas están estigmatizadas.
"Necesitamos erradicar estas plagas, detener sus beneficios, vivienda gratuita, acceso a nuestro servicio nacional de salud y eliminarlos TODOS del Reino Unido, es el único idioma que entenderán.",Los musulmanes no tienen más probabilidades de depender de las prestaciones o la vivienda social que la población británica no musulmana. Deje de tratar de representar a los musulmanes como un drenaje de nuestros recursos nacionales y trate de considerar las contribuciones positivas que hacen.
Las mujeres y las niñas son perjudicadas por los islámicos a los que nuestro gobierno les permitió ingresar a nuestro país.,No creas las historias de determinados medios que inventan una cantidad desporporcionada de noticias de violencia hacia las mujeres cometidas por musulmanes. (enlace a estadísticas de agresión sexual)
Uno de los muchos violadores paquistaníes. Deberíamos extraditarlos de nuestro país.,Es una gran generalización decir que cualquier persona de Pakistán merece ser deportada por violación. La nacionalidad no tiene nada que ver con la probabilidad de que alguien cometa una agresión sexual.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Muchos istas apoyan mejor estas afirmaciones cuestionables. El sufijo ista ha sido bien seleccionado.
"No llames al Islam una religión pacífica. Consulte la evidencia sobre violadores de niños musulmanes. Los niños fueron violados por más de 10 personas en una noche, hasta 100 en una semana. ¿Por qué los medios ignoran esto?",¡Qué números! ¿Estás seguro de que son ciertas? ¿Puede dar un enlace a la evidencia al respecto?
Los musulmanes deberían irse a casa.,"Los musulmanes son del país en el que estás, ¿a qué país deben regresar?"
"¿Por qué el Islam debe invadir todos los países? Eso es simplemente totalitario. Para que el mundo sea verdaderamente diverso, debemos tener algunos países sin Islam.","No estoy seguro de utilizar la palabra ""invasión"" para describir la propagación de una fe o creencia en particular, pero, ¿no es eso lo que hacen las religiones? ¿Difundirse por texto, por predicación, por el boca a boca, por proselitismo?"
El mundo sería un lugar mejor sin musulmanes. Solo están matando y violando a nuestros hijos.,"Según el CEOP, los hombres blancos constituyen el 100 por ciento de los abusadores del grupo 'Tipo 2' registrados, que se dirigen a los niños debido a un interés pedófilo de larga duración. Según su estándar, también deberíamos deshacernos de ellos."
"Hoy en día el gran problema en Londres es la presencia de musulmanes, ¡deben irse!","El mundo moderno debería abordar los problemas que subyacen a la migración, no simplemente prohibirla."
Los musulmanes son todos terroristas.,Deja de escuchar a los medios y haz tu propia verdad.
Imagen (presenta a manifestantes con carteles como 'decapitar a los que insultan al Islam) con una leyenda que dice' ¿Cómo podemos ser islamófobos cuando realmente quieren matarnos? '.,"Si bien un pequeño número de musulmanes participó en esto, la gran mayoría se opone al extremismo (enlace al artículo sobre la marcha musulmana contra el extremismo en Colonia)"
Los musulmanes aplican castigos corporales y crueles a las personas.,"Los versos violentos del Corán utilizados por grupos como isis para justificar sus malvadas atrocidades han sido seleccionados sin contexto y el Corán prohíbe la selección de los mismos, ya que es un texto holístico."
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,Debemos fomentar el encuentro entre diferentes culturas.
El velo islámico es la demostración del Islam político.,"Este es otro pretexto más para evitar abordar los problemas reales de la sociedad, de los cuales el velo no forma parte en absoluto. Con tanta ceguera, ¿no deberías ser tú quien se quita el velo?"
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.","Hagamos una cruzada. Pero ¿no condujo la última a la violación, la esclavitud y el asesinato de un niño?"
El Islam nos invadirá: es la islamización.,¿Puede proporcionarme estudios estadísticos sobre este tema?
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.",¿Noticias falsas o viejas cubiertas de retórica putrefacta y a la baja?
Las mujeres con velo no trabajan. Están encerradas en casa.,Las mujeres con velo son libres.
"Los musulmanes tienen dos caras, ¿alguna vez has visto una protesta musulmana contra los abusos de los derechos humanos de Isis o de Arabia Saudita?",Muchas víctimas del terror son musulmanas.
El Islam nos invadirá: es la islamización.,"No, claro."
¡La MGF sólo les ocurre a niñas que tienen padres musulmanes!,Los cristianos también practican la mutilación genital femenina. No es un problema exclusivamente musulmán.
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.","Y, sin embargo, la mayoría de las violaciones, la esclavitud y los asesinatos de niños son cometidos por personas blancas."
"No todos los musulmanes son terroristas, pero todos los terroristas son musulmanes.",Y tu evidencia es. ¿O tu lógica se detiene ahí?
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.",No tengo conocimiento de que se hayan eliminado. ¿De dónde sacas esta afirmación?
El Islam es una enfermedad que debe erradicarse.,El Islam es una religión que no hace proselitismo.
"¡No permitiré que mis hijos se casen con un musulmán! ¡Váyanse al infierno musulmanes, los odio!","No sé qué te han hecho los musulmanes, pero conozco a muchas personas hermosas y amables entre ellos. Así que es muy irrespetuoso y desconsiderado por tu parte el llamarlos repugnantes."
Las mujeres con velo no trabajan. Están encerradas en casa.,"¡Así que roban el trabajo de los franceses quedándose en casa! Y en lugar de financiar la investigación científica para comprender ese poder, ¿lo está alienando?"
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,"Enviar de vuelta a casa en barcos, además de ser contrario a la ley, significa alimentar a los traficantes de contrabandistas a los que te gustaría combatir."
"Imagen (presenta a manifestantes con carteles como 'decapitar a los que insultan al Islam) con una leyenda que dice' quieren eliminarnos, debemos ser islamófobos '.","[cita del Corán sobre la paz y el amor.] Cuando el Corán no dice nada sobre dañar a las personas que no creen en el Islam, ¿cómo es esto una reflexión sobre todos los musulmanes?"
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,Las acciones de unas pocas personas no representan a toda una comunidad.
Los musulmanes son todos terroristas.,Deploramos los ataques y el terror resultante. ¡Todos deploramos toda violencia! Todos somos conscientes de la confusión entre musulmanes y terroristas.
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres son libres de usar lo que quieran.
"Ni siquiera podemos sacar al perro a pasear, podríamos ofender a los musulmanes.","Gran excusa para librarte de esto, ojalá se me hubiese ocurrido a mí."
"¡Es absurdo ver cómo en 2018 hay una religión tan conservadora, y les dejamos desembarcar en masa en nuestro país! ¡Italia siempre seguirá siendo un país cristiano!","Lea la Constitución italiana y encontrará que Italia es un país laico, no cristiano, por esta razón se aceptan todas las religiones."
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"Pasaremos hambre si la economía colapsa, ciertamente no por una religión."
"Obviamente, es una enfermedad mental, la conciliación con el Islam y los musulmanes.",O tal vez el apaciguamiento de los musulmanes es solo tolerancia y comprensión. ¡Pruébalo!
"Todas las versiones del Islam tienen la ley sharia, por lo tanto, todas son extremas. No todos los musulmanes están involucrados en actos de violencia, pero todos los musulmanes saben que la jihad es el núcleo de su religión y todos la apoyan.",Estás mirando la ley de la Sharia desde la posición de una persona occidental. Para los musulmanes es su cultura durante miles de años y están de acuerdo con ella. ¡No impongas tu opinión a otras personas!
Todos los musulmanes son violentos.,"Los musulmanes no son violentos, si algunas personas se salen de control, no significa especialmente que todos los musulmanes sean violentos."
"¿Afganistán o quizás Pakistán? Apuesto a que esto no te parece una ciudad inglesa. #saville Town (Texto que acompaña a las imágenes de video de personas en su camino a las oraciones del viernes, etc.)",Prefiero verlos a ellos que la noche del viernes echando a la multitud.
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.",En la escuela hay personas de todas las religiones e incluso ateos. ¿Por qué debería haber un crucifijo?
Uno de los muchos violadores paquistaníes. Deberíamos extraditarlos de nuestro país.,"¿Qué han hecho ""todos"" los paquistaníes para merecer la deportación? Generalizaciones de gran envergadura como esta son divisivas y alimentan falsos temores en torno a los migrantes."
